"DATA","CASA","ITEM","QUANTIDADE","VALOR","FORNECEDOR","OBS. DE ENTREGA (NÃO RECEBEMOS 11H30 AS 14H00)","STATUS","VALOR TOTAL","R$ FIXO","INFLAÇÃO","VOL. MAX","ID","MAXIMO"
"28/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","AGUA SAO LOURENCO COM GAS","144,00","2,60","SOS","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","375,00","","","144","1",""
"28/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","AGUA SAO LOURENCO SEM GAS","180,00","2,38","SOS","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","428,25","","","180","2",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CAPSULA TRES AMENO","240,00","1,79","3 CORAÇÕES","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","428,40","","","240","3",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","COLORADO APPIA 600ML","12,00","0,00","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","RUPTURA","0,00","","","12","4",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CORONA LONG NECK","48,00","6,74","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","323,66","","","48","5",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","HEINEKEN LONG NECK","48,00","6,55","HNK","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","314,35","","","48","6",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","IÇA BEER IPA 600ML","12,00","17,90","IÇA BEER CERVEJARIA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","214,80","","","12","7",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","STELLA ARTOIS LONG NECK","24,00","6,30","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","151,29","","","24","8",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","STELLA ARTOIS SEM GLUTEN 330ML","24,00","6,78","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","162,69","","","24","9",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CHOPP BRAHMA BLACK 30L","30,00","14,08","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","422,25","","","30","10",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CHOPP BRAHMA CLARO 50L","150,00","14,45","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","2.167,42","","","150","11",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CHOPP COLORADO APPIA 30L","30,00","15,12","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","453,53","","","30","12",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CHOPP STELLA ARTOIS 30L","30,00","14,08","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","422,25","","","30","13",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","GAS CHOPP (m³)","2,00","128,43","CRYSTALMIX","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","256,86","","","2","14",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","GELO 50MMX65MM","78,00","2,17","ICE 4 PROS","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","169,26","","","78","15",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","COCA COLA LATA","72,00","3,45","SPAL/FEMSA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","248,40","","","72","16",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","COCA COLA ZERO LATA","180,00","3,45","SPAL/FEMSA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","621,00","","","180","17",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","FANTA GUARANA ZERO","60,00","2,91","SPAL/FEMSA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","174,60","","","60","18",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SPRITE","60,00","2,91","SPAL/FEMSA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","174,60","","","60","19",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SPRITE LEMON FRESH PET 510ML","12,00","2,72","SPAL/FEMSA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","32,64","","","12","20",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SPRITE ZERO","60,00","2,91","SPAL/FEMSA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","174,60","","","60","21",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CORONA ZERO LONG NECK","24,00","6,74","AMBEV","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","161,83","","","24","22",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SEU GIN PREMIUM 1750ML","12,00","55,71","SEU GIN","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","668,52","","","12","23",""
"28/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","AGUA SAO LOURENCO COM GAS","60,00","2,60","SOS","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","156,25","","","60","24",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","AMSTEL ULTRA SEM GLUTEN 275ML","24,00","5,23","HNK","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","125,55","","","24","26",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","CERVEJA BLUE MOON 355ML","24,00","9,46","HNK","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","227,10","","","24","27",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","HEINEKEN LONG NECK","48,00","6,53","HNK","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","313,33","","","48","28",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","CHOPP HEINEKEN BARRIL 30L","30,00","15,32","HNK","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","459,66","","","30","29",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","GAS CHOPP (m³)","1,00","85,60","CRYSTALMIX","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","85,60","","","1","30",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","GELO 50MMX65MM","78,00","2,17","ICE 4 PROS","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","169,26","","","78","31",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","COCA COLA ZERO VIDRO 250 ML","48,00","3,45","SPAL/FEMSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","165,60","","","48","32",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","COCA COLA 250ML VIDRO","72,00","3,45","SPAL/FEMSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","248,40","","","72","33",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","COCA COLA ZERO VIDRO 250 ML","240,00","3,45","SPAL/FEMSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","828,00","","","240","34",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","FANTA GUARANA ZERO","24,00","2,91","SPAL/FEMSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","69,84","","","24","35",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","SPRITE ZERO","24,00","2,91","SPAL/FEMSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","69,84","","","24","36",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","CERVEJA THEREZOPOLIS DUNKEL 500ML","12,00","8,00","SPAL/FEMSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","96,00","","","12","37",""
"28/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","AGUA SAO LOURENCO COM GAS","72,00","2,48","SOS","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","178,56","","","72","38",""
"28/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","AGUA SAO LOURENCO SEM GAS","84,00","2,27","SOS","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","190,68","","","84","39",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","HEINEKEN LONG NECK","48,00","6,55","HNK","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","314,35","","","48","40",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","GELO 50MMX65MM","78,00","2,17","ICE 4 PROS","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","169,26","","","78","41",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","OXIDO NITROSO","1,00","219,00","CRYSTALMIX","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","219,00","","","1","42",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","COCA COLA ZERO VIDRO 250 ML","72,00","3,45","SPAL/FEMSA","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","248,40","","","72","43",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","FANTA GUARANA","18,00","2,91","SPAL/FEMSA","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","52,38","","","18","44",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","FANTA GUARANA ZERO","18,00","2,91","SPAL/FEMSA","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","52,38","","","18","45",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","SPRITE ZERO","42,00","2,91","SPAL/FEMSA","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","122,22","","","42","46",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","AGUA DE COCO 1L","12,00","12,84","FG7 (PERNOD)","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","154,08","","","12","47",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","EL JIMADOR BLANCO 750 ML","1,00","94,08","FG7 (PERNOD)","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","94,08","","","1","48",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","JACK DANIEL´S 1L","1,00","114,90","FG7 (PERNOD)","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","114,90","","","1","49",""
"27/07","VMB - OLIVIO CNPJ: 27.350.242/0001-61","JIM BEAN WHITE 1L","1,00","67,25","FG7 (PERNOD)","TERÇA A SEXTA DAS 10H00 AS 17H","CONFIRMADO","67,25","","","1","50",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","GIN FORDS LONDON DRY 750ML","2,00","67,35","NSA DISTRIBUIDORA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","134,70","","","2","51",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","GARRAFÃO VINHO BRANCO","1,00","41,90","NSA DISTRIBUIDORA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","41,90","","","1","52",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","GARRAFÃO VINHO TINTO","1,00","41,90","NSA DISTRIBUIDORA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","41,90","","","1","53",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","EL JIMADOR BLANCO 750 ML","1,00","83,50","NSA DISTRIBUIDORA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","83,50","","","1","54",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","XAROPE AMORA 1883","1,00","63,92","FG7 (PERNOD)","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","63,92","","","1","55",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","XAROPE BLUE CURACAU 1883","2,00","63,92","FG7 (PERNOD)","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","127,84","","","2","56",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","XAROPE MAÇA VERDE 1883","2,00","63,92","FG7 (PERNOD)","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","127,84","","","2","57",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","XAROPE MORANGO 1883","2,00","63,92","FG7 (PERNOD)","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","127,84","","","2","58",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","XAROPE TANGERINA MONIN","2,00","47,85","NSA DISTRIBUIDORA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","95,70","","","2","59",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CAMPARI 998 ML","2,00","57,38","MDG (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","114,76","","","2","60",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","NIB BITTER","2,00","69,90","SPON","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","139,80","","","2","61",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","VINHO BRANCO BAG","2,00","57,53","NORONHA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","115,06","","","2","62",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","ESPIRITO DE MINAS 700 ML","2,00","61,50","GENIUS/OFF/EASY/SKY","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","123,00","","","2","63",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SELETA 600 ML","2,00","31,21","FG7 (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","62,42","","","2","64",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","VELHO BARREIRO 910 ML","6,00","14,78","MDG (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","88,68","","","6","65",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","DOMECQ CONHAQUE 1L","1,00","25,90","SPON","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","25,90","","","1","66",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","RED BULL REGULAR","24,00","7,99","FRONT (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","191,76","","","24","67",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","RED BULL SUGAR FREE","24,00","7,99","FRONT (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","191,76","","","24","68",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","PROSSECO AURORA","12,00","28,50","GRF","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","342,00","","","12","69",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","LICOR 43 CHOCOLATE 700ML","1,00","149,83","NORONHA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","149,83","","","1","70",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CEREJA AMARENA","1,00","399,93","FG7 (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","399,93","","","1","71",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","APEROL 750 ML","3,00","46,91","MDG (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","140,73","","","3","72",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","BACARDI CARTA BLANCA 980 ML","2,00","32,90","SPON","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","65,80","","","2","73",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SAKE AZUMA KIRIN SOFT 740 ML","4,00","23,80","NORONHA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","95,20","","","4","74",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","SAKE GEKKEIKAN 750 ML","1,00","65,90","GENIUS/OFF/EASY/SKY","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","65,90","","","1","75",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CINZANO 1757 1L","2,00","126,41","FG7 (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","252,82","","","2","76",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","ABSOLUT 1L","7,00","54,90","SPON","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","384,30","","","7","77",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CIROC REDBERRY 750 ML","1,00","189,90","GENIUS/OFF/EASY/SKY","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","189,90","","","1","78",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","JIM BEAN WHITE 1L","3,00","63,90","GRF","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","191,70","","","3","79",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","XAROPE FABBRI FRAMBOESA","2,00","69,99","FG7 (PERNOD)","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","139,98","","","2","80",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","XAROPE TORANJA","2,00","46,60","GENIUS/OFF/EASY/SKY","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","93,20","","","2","81",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","XAROPE COCO MONIN","1,00","46,60","GENIUS/OFF/EASY/SKY","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","46,60","","","1","82",""
"28/07","ESCRITORIO","COCA COLA LATA","12,00","3,49","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","41,88","","","12","83",""
"28/07","ESCRITORIO","COCA COLA ZERO LATA","36,00","3,59","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","129,24","","","36","84",""
"28/07","ESCRITORIO","SPRITE","24,00","3,59","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","86,16","","","24","85",""
"28/07","ESCRITORIO","SPRITE ZERO","24,00","3,69","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","88,56","","","24","86",""
"28/07","ESCRITORIO","GUARANA ANTARCTICA","12,00","3,09","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","37,08","","","12","87",""
"28/07","ESCRITORIO","GUARANA ZERO ANTARCTICA","24,00","3,09","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","74,16","","","24","88",""
"28/07","ESCRITORIO","AGUA MINERAL COM GAS","60,00","1,89","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","113,40","","","60","89",""
"28/07","ESCRITORIO","H2OH LIMONETO","36,00","4,79","MALTE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","172,44","","","36","90",""
"29/07","ESCRITORIO","CHA FEEL GOOD PITAYA","24,00","5,19","FOOD CENTER ALIMENTOS","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","124,56","","","24","91",""
"29/07","ESCRITORIO","CHA YAI FRUTAS VERMELHAS","24,00","4,19","FOOD CENTER ALIMENTOS","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","100,56","","","24","92",""
"29/07","ESCRITORIO","CHA YAI JABUTICABA","24,00","4,19","FOOD CENTER ALIMENTOS","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","100,56","","","24","93",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","HAMBURGUER DE WAGYU 150G CX 3,6KG","15,00","89,00","WESSEL","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","1.335,00","","","15","1000",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","CARNE SECA ( JERKED BEEF )","22,00","47,96","CORINGA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","1.055,12","","","22","1001",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","FRALDA RED PREMIUM","30,00","82,00","MINERVA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","2.460,00","","","30","1002",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","BISTECA CORINGA","5,00","17,99","CORINGA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","89,95","","","5","1003",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","COSTELA SUINA SALGADA EXTRA","10,00","39,39","CORINGA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","393,90","","","10","1004",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","ACEROLA POLPA","20,00","","BABYFRUIT","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","0,00","","","20","1005",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","COXINHA DE FRANGO","600,00","2,00","LEVI","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","1.200,00","","","600","1006",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","MANDIOCA CONGELADA SUPREME","10,00","","SEARA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","0,00","","","10","1007",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","LINGUICA CALABRESA FINA","3,00","46,00","BIAGIO","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","138,00","","","3","1008",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","LINGUICA FINA QUEIJO E OREGANO 400G","3,00","50,00","BIAGIO","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","150,00","","","3","1009",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","QUEIJO MUSSARELA DE BUFALA CAPRESE","24,00","62,00","LEVITARE","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","1.488,00","","","24","1010",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","MASSA DE PASTEL","30,00","13,90","FAVORITA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","417,00","","","30","1011",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","FUMACA LIQUIDA BOMBAY","1,00","","SANTA VITA","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","0,00","","","1","1012",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","PAO DE HAMBURGUER","30,00","2,75","BELLNAY","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","82,50","","","30","1013",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","POLPA ABACAXI","20,00","","BABYFRUIT","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","0,00","","","20","1014",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","POLPA FRUTAS VERMELHAS","40,00","","BABYFRUIT","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","0,00","","","40","1015",""
"27/07","JT - FORTUNATO CNPJ: 54.572.897/0001-57 ","POLPA MORANGO","20,00","","BABYFRUIT","TERÇA A SEXTA DAS 8H30 AS 16H","CONFIRMADO","0,00","","","20","1016",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","BOMBOM DE ALCATRA","20,00","62,00","MINERVA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","1.240,00","","","20","1017",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","COSTELA GAÚCHA","35,00","","EMPORIO TUIUTI","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","0,00","","","35","1018",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","MOCOTO BOVINO","5,00","19,90","ROYALMEAT","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","99,50","","","5","1019",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","OSSO COM TUTANO","5,00","13,90","ROYALMEAT","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","69,50","","","5","1020",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","PRESUNTO PARMA PEÇA 7KG","1,00","","CASA FLORA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","0,00","","","1","1021",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","MARACUJA POLPA","15,00","","BABYFRUIT","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","0,00","","","15","1022",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","GNOCCHI MANDIOQUINHA","20,00","31,99","ER MASSA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","639,80","","","20","1023",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","MASSA DE PASTEL","10,00","13,90","FAVORITA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","139,00","","","10","1024",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","AZEITE TRUFADO 250ML","3,00","64,90","EMPORIO TARTUFI","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","194,70","","","3","1025",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","SALSA TRUFADA","2,00","150,00","EMPORIO TARTUFI","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","300,00","","","2","1026",""
"27/07","MF - BETSY CNPJ: 43.672.862/0001-73 ","CHANTILLY NORCAU 1L","6,00","","SANTA VITA","TERÇA E QUARTA DAS 7H30 AS 11H30","CONFIRMADO","0,00","","","6","1027",""
